"subject","trial","trial.type","choice"
"6235822",27,"Which candidate is more warm?","pity.target"
"6235822",28,"Which candidate is more competent?","pity.target"
"6235822",29,"Which candidate is more competent?","envy.target"
"6235822",3,"Which candidate is more competent?","envy.target"
"6235822",30,"Which candidate is more warm?","pity.target"
"6235822",4,"Which candidate is more warm?","pity.target"
"6235822",5,"Which candidate is more warm?","pity.target"
"6235822",6,"Which candidate is more warm?","pity.target"
"6235822",7,"Which candidate is more warm?","pity.target"
"6235822",8,"Which candidate is more warm?","pity.target"
"6235822",9,"Which candidate is more warm?","pity.target"
"6240729",1,"Which candidate is more warm?","envy.target"
"6240729",10,"Which candidate is more warm?","pity.target"
"6240729",11,"Which candidate is more competent?","envy.target"
"6240729",12,"Which candidate is more competent?","envy.target"
"6240729",13,"Which candidate is more warm?","pity.target"
"6240729",14,"Which candidate is more competent?","envy.target"
"6240729",15,"Which candidate is more warm?","pity.target"
"6240729",16,"Which candidate is more warm?","pity.target"
"6240729",17,"Which candidate is more warm?","pity.target"
"6240729",18,"Which candidate is more competent?","envy.target"
"6240729",19,"Which candidate is more warm?","pity.target"
"6240729",2,"Which candidate is more competent?","envy.target"
"6240729",20,"Which candidate is more competent?","envy.target"
"6240729",21,"Which candidate is more warm?","pity.target"
"6240729",22,"Which candidate is more competent?","envy.target"
"6240729",23,"Which candidate is more warm?","pity.target"
"6240729",24,"Which candidate is more competent?","envy.target"
"6240729",25,"Which candidate is more warm?","pity.target"
"6240729",26,"Which candidate is more warm?","pity.target"
"6240729",27,"Which candidate is more competent?","envy.target"
"6240729",28,"Which candidate is more warm?","pity.target"
"6240729",29,"Which candidate is more competent?","envy.target"
"6240729",3,"Which candidate is more warm?","pity.target"
"6240729",30,"Which candidate is more competent?","envy.target"
"6240729",4,"Which candidate is more warm?","pity.target"
"6240729",5,"Which candidate is more warm?","pity.target"
"6240729",6,"Which candidate is more competent?","envy.target"
"6240729",7,"Which candidate is more competent?","envy.target"
"6240729",8,"Which candidate is more competent?","envy.target"
"6240729",9,"Which candidate is more competent?","envy.target"
"6269112",1,"Which candidate is more competent?","envy.target"
"6269112",10,"Which candidate is more competent?","envy.target"
"6269112",11,"Which candidate is more competent?","envy.target"
"6269112",12,"Which candidate is more competent?","envy.target"
"6269112",13,"Which candidate is more warm?","pity.target"
"6269112",14,"Which candidate is more competent?","envy.target"
"6269112",15,"Which candidate is more competent?","envy.target"
"6269112",16,"Which candidate is more competent?","envy.target"
"6269112",17,"Which candidate is more competent?","envy.target"
"6269112",18,"Which candidate is more competent?","envy.target"
"6269112",19,"Which candidate is more competent?","envy.target"
"6269112",2,"Which candidate is more competent?","envy.target"
"6269112",20,"Which candidate is more competent?","envy.target"
"6269112",21,"Which candidate is more warm?","pity.target"
"6269112",22,"Which candidate is more warm?","pity.target"
"6269112",23,"Which candidate is more competent?","envy.target"
"6269112",24,"Which candidate is more warm?","pity.target"
"6269112",25,"Which candidate is more competent?","envy.target"
"6269112",26,"Which candidate is more competent?","envy.target"
"6269112",27,"Which candidate is more competent?","envy.target"
"6269112",28,"Which candidate is more competent?","envy.target"
"6269112",29,"Which candidate is more competent?","envy.target"
"6269112",3,"Which candidate is more competent?","envy.target"
"6269112",30,"Which candidate is more competent?","envy.target"
"6269112",4,"Which candidate is more competent?","envy.target"
"6269112",5,"Which candidate is more competent?","envy.target"
"6269112",6,"Which candidate is more warm?","pity.target"
"6269112",7,"Which candidate is more competent?","envy.target"
"6269112",8,"Which candidate is more competent?","envy.target"
"6269112",9,"Which candidate is more warm?","pity.target"
"6271464",1,"Which candidate is more competent?","envy.target"
"6271464",10,"Which candidate is more competent?","pity.target"
"6271464",11,"Which candidate is more warm?","pity.target"
"6271464",12,"Which candidate is more warm?","pity.target"
"6271464",13,"Which candidate is more competent?","pity.target"
"6271464",14,"Which candidate is more competent?","pity.target"
"6271464",15,"Which candidate is more competent?","pity.target"
"6271464",16,"Which candidate is more warm?","pity.target"
"6271464",17,"Which candidate is more competent?","pity.target"
"6271464",18,"Which candidate is more competent?","pity.target"
"6271464",19,"Which candidate is more competent?","pity.target"
"6271464",2,"Which candidate is more competent?","envy.target"
"6271464",20,"Which candidate is more competent?","envy.target"
"6271464",21,"Which candidate is more competent?","envy.target"
"6271464",22,"Which candidate is more competent?","envy.target"
"6271464",23,"Which candidate is more competent?","envy.target"
"6271464",24,"Which candidate is more competent?","envy.target"
"6271464",25,"Which candidate is more competent?","envy.target"
"6271464",26,"Which candidate is more competent?","envy.target"
"6271464",27,"Which candidate is more warm?","pity.target"
"6271464",28,"Which candidate is more competent?","envy.target"
"6271464",29,"Which candidate is more competent?","envy.target"
"6271464",3,"Which candidate is more competent?","envy.target"
"6271464",30,"Which candidate is more competent?","pity.target"
"6271464",4,"Which candidate is more competent?","envy.target"
"6271464",5,"Which candidate is more warm?","pity.target"
"6271464",6,"Which candidate is more competent?","pity.target"
"6271464",7,"Which candidate is more competent?","pity.target"
"6271464",8,"Which candidate is more competent?","pity.target"
"6271464",9,"Which candidate is more warm?","pity.target"
"6282457",1,"Which candidate is more warm?","pity.target"
"6282457",10,"Which candidate is more warm?","pity.target"
"6282457",11,"Which candidate is more warm?","envy.target"
"6282457",12,"Which candidate is more warm?","pity.target"
"6282457",13,"Which candidate is more competent?","envy.target"
"6282457",14,"Which candidate is more warm?","pity.target"
"6282457",15,"Which candidate is more competent?","envy.target"
"6282457",16,"Which candidate is more warm?","pity.target"
"6282457",17,"Which candidate is more competent?","envy.target"
"6282457",18,"Which candidate is more warm?","pity.target"
"6282457",19,"Which candidate is more competent?","envy.target"
"6282457",2,"Which candidate is more competent?","envy.target"
"6282457",20,"Which candidate is more competent?","envy.target"
"6282457",21,"Which candidate is more competent?","envy.target"
"6282457",22,"Which candidate is more competent?","envy.target"
"6282457",23,"Which candidate is more competent?","envy.target"
"6282457",24,"Which candidate is more warm?","pity.target"
"6282457",25,"Which candidate is more warm?","pity.target"
"6282457",26,"Which candidate is more warm?","pity.target"
"6282457",27,"Which candidate is more warm?","pity.target"
"6282457",28,"Which candidate is more competent?","envy.target"
"6282457",29,"Which candidate is more warm?","pity.target"
"6282457",3,"Which candidate is more competent?","envy.target"
"6282457",30,"Which candidate is more competent?","envy.target"
"6282457",4,"Which candidate is more warm?","pity.target"
"6282457",5,"Which candidate is more competent?","envy.target"
"6282457",6,"Which candidate is more warm?","pity.target"
"6282457",7,"Which candidate is more competent?","envy.target"
"6282457",8,"Which candidate is more warm?","pity.target"
"6282457",9,"Which candidate is more competent?","envy.target"
"6283752",1,"Which candidate is more competent?","pity.target"
"6283752",10,"Which candidate is more competent?","envy.target"
"6283752",11,"Which candidate is more competent?","envy.target"
"6283752",12,"Which candidate is more warm?","pity.target"
"6283752",13,"Which candidate is more warm?","pity.target"
"6283752",14,"Which candidate is more competent?","envy.target"
"6283752",15,"Which candidate is more competent?","envy.target"
"6283752",16,"Which candidate is more competent?","envy.target"
"6283752",17,"Which candidate is more competent?","envy.target"
"6283752",18,"Which candidate is more competent?","envy.target"
"6283752",19,"Which candidate is more competent?","envy.target"
"6283752",2,"Which candidate is more competent?","envy.target"
"6283752",20,"Which candidate is more competent?","envy.target"
"6283752",21,"Which candidate is more warm?","pity.target"
"6283752",22,"Which candidate is more competent?","envy.target"
"6283752",23,"Which candidate is more competent?","pity.target"
"6283752",24,"Which candidate is more competent?","envy.target"
"6283752",25,"Which candidate is more competent?","envy.target"
"6283752",26,"Which candidate is more competent?","envy.target"
"6283752",27,"Which candidate is more competent?","envy.target"
"6283752",28,"Which candidate is more competent?","envy.target"
"6283752",29,"Which candidate is more competent?","envy.target"
"6283752",3,"Which candidate is more competent?","pity.target"
"6283752",30,"Which candidate is more warm?","pity.target"
"6283752",4,"Which candidate is more warm?","pity.target"
"6283752",5,"Which candidate is more competent?","pity.target"
"6283752",6,"Which candidate is more competent?","envy.target"
"6283752",7,"Which candidate is more competent?","envy.target"
"6283752",8,"Which candidate is more warm?","pity.target"
"6283752",9,"Which candidate is more competent?","envy.target"
"6285665",1,"Which candidate is more competent?","envy.target"
"6285665",10,"Which candidate is more competent?","envy.target"
"6285665",11,"Which candidate is more competent?","envy.target"
"6285665",12,"Which candidate is more warm?","pity.target"
"6285665",13,"Which candidate is more warm?","envy.target"
"6285665",14,"Which candidate is more competent?","envy.target"
"6285665",15,"Which candidate is more warm?","envy.target"
"6285665",16,"Which candidate is more competent?","envy.target"
"6285665",17,"Which candidate is more competent?","envy.target"
"6285665",18,"Which candidate is more competent?","envy.target"
"6285665",19,"Which candidate is more competent?","envy.target"
"6285665",2,"Which candidate is more warm?","pity.target"
"6285665",20,"Which candidate is more warm?","pity.target"
"6285665",21,"Which candidate is more warm?","pity.target"
"6285665",22,"Which candidate is more warm?","pity.target"
"6285665",23,"Which candidate is more competent?","envy.target"
"6285665",24,"Which candidate is more competent?","envy.target"
"6285665",25,"Which candidate is more warm?","pity.target"
"6285665",26,"Which candidate is more competent?","envy.target"
"6285665",27,"Which candidate is more warm?","pity.target"
"6285665",28,"Which candidate is more warm?","pity.target"
"6285665",29,"Which candidate is more competent?","envy.target"
"6285665",3,"Which candidate is more warm?","pity.target"
"6285665",30,"Which candidate is more competent?","envy.target"
"6285665",4,"Which candidate is more warm?","pity.target"
"6285665",5,"Which candidate is more warm?","envy.target"
"6285665",6,"Which candidate is more competent?","envy.target"
"6285665",7,"Which candidate is more warm?","pity.target"
"6285665",8,"Which candidate is more competent?","envy.target"
"6285665",9,"Which candidate is more warm?","pity.target"
"6285813",1,"Which candidate is more competent?","pity.target"
"6285813",10,"Which candidate is more competent?","envy.target"
"6285813",11,"Which candidate is more competent?","envy.target"
"6285813",12,"Which candidate is more warm?","pity.target"
"6285813",13,"Which candidate is more competent?","pity.target"
"6285813",14,"Which candidate is more warm?","envy.target"
"6285813",15,"Which candidate is more warm?","envy.target"
"6285813",16,"Which candidate is more competent?","envy.target"
"6285813",17,"Which candidate is more competent?","envy.target"
"6285813",18,"Which candidate is more warm?","envy.target"
"6285813",19,"Which candidate is more competent?","envy.target"
"6285813",2,"Which candidate is more competent?","pity.target"
"6285813",20,"Which candidate is more warm?","envy.target"
"6285813",21,"Which candidate is more warm?","pity.target"
"6285813",22,"Which candidate is more warm?","pity.target"
"6285813",23,"Which candidate is more warm?","pity.target"
"6285813",24,"Which candidate is more competent?","envy.target"
"6285813",25,"Which candidate is more warm?","pity.target"
"6285813",26,"Which candidate is more warm?","pity.target"
"6285813",27,"Which candidate is more warm?","pity.target"
"6285813",28,"Which candidate is more competent?","envy.target"
"6285813",29,"Which candidate is more competent?","pity.target"
"6285813",3,"Which candidate is more competent?","envy.target"
"6285813",30,"Which candidate is more warm?","pity.target"
"6285813",4,"Which candidate is more warm?","envy.target"
"6285813",5,"Which candidate is more warm?","pity.target"
"6285813",6,"Which candidate is more competent?","pity.target"
"6285813",7,"Which candidate is more competent?","envy.target"
"6285813",8,"Which candidate is more competent?","envy.target"
"6285813",9,"Which candidate is more warm?","pity.target"
"6286128",1,"Which candidate is more warm?","pity.target"
"6286128",10,"Which candidate is more competent?","envy.target"
"6286128",11,"Which candidate is more warm?","pity.target"
"6286128",12,"Which candidate is more warm?","pity.target"
"6286128",13,"Which candidate is more warm?","pity.target"
"6286128",14,"Which candidate is more warm?","pity.target"
"6286128",15,"Which candidate is more warm?","pity.target"
"6286128",16,"Which candidate is more competent?","envy.target"
"6286128",17,"Which candidate is more warm?","pity.target"
"6286128",18,"Which candidate is more warm?","pity.target"
"6286128",19,"Which candidate is more warm?","pity.target"
"6286128",2,"Which candidate is more competent?","envy.target"
"6286128",20,"Which candidate is more warm?","pity.target"
"6286128",21,"Which candidate is more competent?","envy.target"
"6286128",22,"Which candidate is more competent?","envy.target"
"6286128",23,"Which candidate is more competent?","envy.target"
"6286128",24,"Which candidate is more competent?","envy.target"
"6286128",25,"Which candidate is more warm?","pity.target"
"6286128",26,"Which candidate is more competent?","envy.target"
"6286128",27,"Which candidate is more warm?","pity.target"
"6286128",28,"Which candidate is more warm?","pity.target"
"6286128",29,"Which candidate is more competent?","envy.target"
"6286128",3,"Which candidate is more competent?","envy.target"
"6286128",30,"Which candidate is more competent?","envy.target"
"6286128",4,"Which candidate is more competent?","envy.target"
"6286128",5,"Which candidate is more warm?","pity.target"
"6286128",6,"Which candidate is more warm?","pity.target"
"6286128",7,"Which candidate is more competent?","envy.target"
"6286128",8,"Which candidate is more competent?","envy.target"
"6286128",9,"Which candidate is more competent?","envy.target"
"6286616",1,"Which candidate is more competent?","envy.target"
"6286616",10,"Which candidate is more competent?","envy.target"
"6286616",11,"Which candidate is more warm?","pity.target"
"6286616",12,"Which candidate is more competent?","envy.target"
"6286616",13,"Which candidate is more warm?","pity.target"
"6286616",14,"Which candidate is more competent?","envy.target"
"6286616",15,"Which candidate is more competent?","envy.target"
"6286616",16,"Which candidate is more competent?","envy.target"
"6286616",17,"Which candidate is more competent?","envy.target"
"6286616",18,"Which candidate is more competent?","envy.target"
"6286616",19,"Which candidate is more competent?","envy.target"
"6286616",2,"Which candidate is more competent?","envy.target"
"6286616",20,"Which candidate is more competent?","envy.target"
"6286616",21,"Which candidate is more competent?","envy.target"
"6286616",22,"Which candidate is more competent?","envy.target"
"6286616",23,"Which candidate is more warm?","pity.target"
"6286616",24,"Which candidate is more competent?","envy.target"
"6286616",25,"Which candidate is more warm?","pity.target"
"6286616",26,"Which candidate is more competent?","envy.target"
"6286616",27,"Which candidate is more competent?","envy.target"
"6286616",28,"Which candidate is more competent?","envy.target"
"6286616",29,"Which candidate is more competent?","envy.target"
"6286616",3,"Which candidate is more warm?","pity.target"
"6286616",30,"Which candidate is more warm?","pity.target"
"6286616",4,"Which candidate is more competent?","envy.target"
"6286616",5,"Which candidate is more competent?","envy.target"
"6286616",6,"Which candidate is more competent?","envy.target"
"6286616",7,"Which candidate is more competent?","envy.target"
"6286616",8,"Which candidate is more competent?","envy.target"
"6286616",9,"Which candidate is more competent?","envy.target"
"6286635",1,"Which candidate is more competent?","envy.target"
"6286635",10,"Which candidate is more warm?","pity.target"
"6286635",11,"Which candidate is more warm?","pity.target"
"6286635",12,"Which candidate is more competent?","envy.target"
"6286635",13,"Which candidate is more warm?","pity.target"
"6286635",14,"Which candidate is more competent?","envy.target"
"6286635",15,"Which candidate is more competent?","envy.target"
"6286635",16,"Which candidate is more warm?","pity.target"
"6286635",17,"Which candidate is more warm?","pity.target"
"6286635",18,"Which candidate is more warm?","pity.target"
"6286635",19,"Which candidate is more competent?","envy.target"
"6286635",2,"Which candidate is more warm?","pity.target"
"6286635",20,"Which candidate is more warm?","pity.target"
"6286635",21,"Which candidate is more warm?","pity.target"
"6286635",22,"Which candidate is more warm?","pity.target"
"6286635",23,"Which candidate is more warm?","pity.target"
"6286635",24,"Which candidate is more warm?","pity.target"
"6286635",25,"Which candidate is more warm?","pity.target"
"6286635",26,"Which candidate is more warm?","pity.target"
"6286635",27,"Which candidate is more warm?","pity.target"
"6286635",28,"Which candidate is more warm?","pity.target"
"6286635",29,"Which candidate is more warm?","pity.target"
"6286635",3,"Which candidate is more warm?","pity.target"
"6286635",30,"Which candidate is more warm?","pity.target"
"6286635",4,"Which candidate is more warm?","pity.target"
"6286635",5,"Which candidate is more warm?","pity.target"
"6286635",6,"Which candidate is more warm?","pity.target"
"6286635",7,"Which candidate is more warm?","pity.target"
"6286635",8,"Which candidate is more warm?","pity.target"
"6286635",9,"Which candidate is more competent?","envy.target"
"6303387",1,"Which candidate is more competent?","pity.target"
"6303387",10,"Which candidate is more competent?","pity.target"
"6303387",11,"Which candidate is more competent?","pity.target"
"6303387",12,"Which candidate is more warm?","envy.target"
"6303387",13,"Which candidate is more warm?","pity.target"
"6303387",14,"Which candidate is more competent?","envy.target"
"6303387",15,"Which candidate is more warm?","pity.target"
"6303387",16,"Which candidate is more warm?","pity.target"
"6303387",17,"Which candidate is more warm?","pity.target"
"6303387",18,"Which candidate is more warm?","pity.target"
"6303387",19,"Which candidate is more competent?","envy.target"
"6303387",2,"Which candidate is more competent?","envy.target"
"6303387",20,"Which candidate is more competent?","pity.target"
"6303387",21,"Which candidate is more competent?","envy.target"
"6303387",22,"Which candidate is more competent?","envy.target"
"6303387",23,"Which candidate is more competent?","pity.target"
"6303387",24,"Which candidate is more warm?","pity.target"
"6303387",25,"Which candidate is more competent?","pity.target"
"6303387",26,"Which candidate is more competent?","pity.target"
"6303387",27,"Which candidate is more competent?","envy.target"
"6303387",28,"Which candidate is more warm?","pity.target"
"6303387",29,"Which candidate is more warm?","pity.target"
"6303387",3,"Which candidate is more warm?","pity.target"
"6303387",30,"Which candidate is more warm?","envy.target"
"6303387",4,"Which candidate is more warm?","pity.target"
"6303387",5,"Which candidate is more competent?","envy.target"
"6303387",6,"Which candidate is more warm?","envy.target"
"6303387",7,"Which candidate is more warm?","pity.target"
"6303387",8,"Which candidate is more warm?","envy.target"
"6303387",9,"Which candidate is more competent?","envy.target"
"6331907",1,"Which candidate is more warm?","pity.target"
"6331907",10,"Which candidate is more warm?","pity.target"
"6331907",11,"Which candidate is more warm?","pity.target"
"6331907",12,"Which candidate is more warm?","pity.target"
"6331907",13,"Which candidate is more competent?","envy.target"
"6331907",14,"Which candidate is more warm?","pity.target"
"6331907",15,"Which candidate is more warm?","pity.target"
"6331907",16,"Which candidate is more warm?","pity.target"
"6331907",17,"Which candidate is more warm?","pity.target"
"6331907",18,"Which candidate is more warm?","pity.target"
"6331907",19,"Which candidate is more competent?","envy.target"
"6331907",2,"Which candidate is more warm?","pity.target"
"6331907",20,"Which candidate is more warm?","pity.target"
"6331907",21,"Which candidate is more warm?","pity.target"
"6331907",22,"Which candidate is more warm?","pity.target"
"6331907",23,"Which candidate is more competent?","envy.target"
"6331907",24,"Which candidate is more warm?","pity.target"
"6331907",25,"Which candidate is more warm?","pity.target"
"6331907",26,"Which candidate is more warm?","pity.target"
"6331907",27,"Which candidate is more competent?","envy.target"
"6331907",28,"Which candidate is more warm?","pity.target"
"6331907",29,"Which candidate is more warm?","pity.target"
"6331907",3,"Which candidate is more warm?","pity.target"
"6331907",30,"Which candidate is more warm?","pity.target"
"6331907",4,"Which candidate is more warm?","envy.target"
"6331907",5,"Which candidate is more warm?","pity.target"
"6331907",6,"Which candidate is more warm?","pity.target"
"6331907",7,"Which candidate is more competent?","envy.target"
"6331907",8,"Which candidate is more competent?","envy.target"
"6331907",9,"Which candidate is more warm?","pity.target"
"6341075",1,"Which candidate is more warm?","pity.target"
"6341075",10,"Which candidate is more warm?","pity.target"
"6341075",11,"Which candidate is more warm?","pity.target"
"6341075",12,"Which candidate is more warm?","pity.target"
"6341075",13,"Which candidate is more warm?","pity.target"
"6341075",14,"Which candidate is more warm?","pity.target"
"6341075",15,"Which candidate is more warm?","pity.target"
"6341075",16,"Which candidate is more warm?","pity.target"
"6341075",17,"Which candidate is more warm?","pity.target"
"6341075",18,"Which candidate is more warm?","pity.target"
"6341075",19,"Which candidate is more warm?","pity.target"
"6341075",2,"Which candidate is more warm?","pity.target"
"6341075",20,"Which candidate is more warm?","pity.target"
"6341075",21,"Which candidate is more warm?","pity.target"
"6341075",22,"Which candidate is more warm?","pity.target"
"6341075",23,"Which candidate is more warm?","pity.target"
"6341075",24,"Which candidate is more warm?","pity.target"
"6341075",26,"Which candidate is more warm?","pity.target"
"6341075",27,"Which candidate is more warm?","pity.target"
"6341075",28,"Which candidate is more warm?","pity.target"
"6341075",29,"Which candidate is more competent?","envy.target"
"6341075",3,"Which candidate is more warm?","pity.target"
"6341075",30,"Which candidate is more competent?","envy.target"
"6341075",4,"Which candidate is more competent?","envy.target"
"6341075",5,"Which candidate is more competent?","envy.target"
"6341075",6,"Which candidate is more warm?","pity.target"
"6341075",7,"Which candidate is more competent?","envy.target"
"6341075",8,"Which candidate is more competent?","envy.target"
"6341075",9,"Which candidate is more warm?","pity.target"
"6354353",1,"Which candidate is more competent?","envy.target"
"6354353",10,"Which candidate is more competent?","envy.target"
"6354353",11,"Which candidate is more competent?","envy.target"
"6354353",12,"Which candidate is more competent?","envy.target"
"6354353",13,"Which candidate is more competent?","envy.target"
"6354353",14,"Which candidate is more warm?","pity.target"
"6354353",15,"Which candidate is more competent?","envy.target"
"6354353",16,"Which candidate is more warm?","pity.target"
"6354353",17,"Which candidate is more competent?","envy.target"
"6354353",18,"Which candidate is more competent?","envy.target"
"6354353",19,"Which candidate is more competent?","envy.target"
"6354353",2,"Which candidate is more competent?","envy.target"
"6354353",20,"Which candidate is more competent?","envy.target"
"6354353",21,"Which candidate is more competent?","envy.target"
"6354353",22,"Which candidate is more competent?","envy.target"
"6354353",23,"Which candidate is more competent?","envy.target"
"6354353",24,"Which candidate is more warm?","pity.target"
"6354353",25,"Which candidate is more warm?","pity.target"
"6354353",26,"Which candidate is more competent?","envy.target"
"6354353",27,"Which candidate is more competent?","envy.target"
"6354353",28,"Which candidate is more competent?","envy.target"
"6354353",29,"Which candidate is more competent?","envy.target"
"6354353",3,"Which candidate is more competent?","envy.target"
"6354353",30,"Which candidate is more competent?","envy.target"
"6354353",4,"Which candidate is more competent?","envy.target"
"6354353",5,"Which candidate is more warm?","pity.target"
"6354353",6,"Which candidate is more warm?","pity.target"
"6354353",7,"Which candidate is more competent?","envy.target"
"6354353",8,"Which candidate is more competent?","envy.target"
"6354353",9,"Which candidate is more competent?","envy.target"
"6363660",1,"Which candidate is more competent?","envy.target"
"6363660",10,"Which candidate is more warm?","pity.target"
"6363660",11,"Which candidate is more competent?","envy.target"
"6363660",12,"Which candidate is more competent?","envy.target"
"6363660",13,"Which candidate is more warm?","pity.target"
"6363660",14,"Which candidate is more competent?","envy.target"
"6363660",15,"Which candidate is more competent?","envy.target"
"6363660",16,"Which candidate is more warm?","pity.target"
"6363660",17,"Which candidate is more competent?","envy.target"
"6363660",18,"Which candidate is more competent?","envy.target"
"6363660",19,"Which candidate is more competent?","envy.target"
"6363660",2,"Which candidate is more warm?","pity.target"
"6363660",20,"Which candidate is more competent?","envy.target"
"6363660",21,"Which candidate is more competent?","envy.target"
"6363660",22,"Which candidate is more warm?","pity.target"
"6363660",23,"Which candidate is more competent?","envy.target"
"6363660",24,"Which candidate is more competent?","envy.target"
"6363660",25,"Which candidate is more competent?","envy.target"
"6363660",26,"Which candidate is more warm?","pity.target"
"6363660",27,"Which candidate is more competent?","envy.target"
"6363660",28,"Which candidate is more competent?","envy.target"
"6363660",29,"Which candidate is more competent?","envy.target"
"6363660",3,"Which candidate is more competent?","envy.target"
"6363660",30,"Which candidate is more competent?","envy.target"
"6363660",4,"Which candidate is more competent?","envy.target"
"6363660",5,"Which candidate is more competent?","envy.target"
"6363660",6,"Which candidate is more competent?","envy.target"
"6363660",7,"Which candidate is more competent?","envy.target"
"6363660",8,"Which candidate is more competent?","envy.target"
"6363660",9,"Which candidate is more competent?","envy.target"
"6366488",1,"Which candidate is more competent?","envy.target"
"6366488",10,"Which candidate is more competent?","envy.target"
"6366488",11,"Which candidate is more competent?","envy.target"
"6366488",12,"Which candidate is more warm?","pity.target"
"6366488",13,"Which candidate is more competent?","envy.target"
"6366488",14,"Which candidate is more competent?","envy.target"
"6366488",15,"Which candidate is more competent?","envy.target"
"6366488",16,"Which candidate is more warm?","pity.target"
"6366488",17,"Which candidate is more warm?","pity.target"
"6366488",18,"Which candidate is more warm?","pity.target"
"6366488",19,"Which candidate is more warm?","pity.target"
"6366488",2,"Which candidate is more competent?","envy.target"
"6366488",20,"Which candidate is more warm?","pity.target"
"6366488",21,"Which candidate is more competent?","envy.target"
"6366488",22,"Which candidate is more warm?","pity.target"
"6366488",23,"Which candidate is more competent?","envy.target"
"6366488",24,"Which candidate is more warm?","pity.target"
"6366488",25,"Which candidate is more warm?","pity.target"
"6366488",26,"Which candidate is more warm?","pity.target"
"6366488",27,"Which candidate is more warm?","pity.target"
"6366488",28,"Which candidate is more warm?","pity.target"
"6366488",29,"Which candidate is more competent?","envy.target"
"6366488",3,"Which candidate is more warm?","pity.target"
"6366488",30,"Which candidate is more competent?","envy.target"
"6366488",4,"Which candidate is more warm?","pity.target"
"6366488",5,"Which candidate is more competent?","envy.target"
"6366488",6,"Which candidate is more competent?","envy.target"
"6366488",7,"Which candidate is more competent?","envy.target"
"6366488",8,"Which candidate is more warm?","pity.target"
"6366488",9,"Which candidate is more competent?","envy.target"
"6376729",1,"Which candidate is more warm?","pity.target"
"6376729",10,"Which candidate is more competent?","pity.target"
"6376729",11,"Which candidate is more warm?","pity.target"
"6376729",12,"Which candidate is more warm?","pity.target"
"6376729",13,"Which candidate is more competent?","pity.target"
"6376729",14,"Which candidate is more warm?","pity.target"
"6376729",15,"Which candidate is more warm?","envy.target"
"6376729",16,"Which candidate is more warm?","pity.target"
"6376729",17,"Which candidate is more competent?","envy.target"
"6376729",18,"Which candidate is more warm?","pity.target"
"6376729",19,"Which candidate is more warm?","pity.target"
"6376729",2,"Which candidate is more warm?","pity.target"
"6376729",20,"Which candidate is more warm?","pity.target"
"6376729",21,"Which candidate is more warm?","pity.target"
"6376729",22,"Which candidate is more warm?","pity.target"
"6376729",23,"Which candidate is more warm?","envy.target"
"6376729",24,"Which candidate is more warm?","pity.target"
"6376729",25,"Which candidate is more warm?","pity.target"
"6376729",26,"Which candidate is more competent?","envy.target"
"6376729",27,"Which candidate is more warm?","pity.target"
"6376729",28,"Which candidate is more warm?","pity.target"
"6376729",29,"Which candidate is more competent?","envy.target"
"6376729",3,"Which candidate is more warm?","pity.target"
"6376729",30,"Which candidate is more competent?","envy.target"
"6376729",4,"Which candidate is more warm?","pity.target"
"6376729",5,"Which candidate is more warm?","pity.target"
"6376729",6,"Which candidate is more warm?","pity.target"
"6376729",7,"Which candidate is more warm?","envy.target"
"6376729",8,"Which candidate is more warm?","pity.target"
"6376729",9,"Which candidate is more warm?","pity.target"
"6384446",1,"Which candidate is more competent?","envy.target"
"6384446",10,"Which candidate is more competent?","envy.target"
"6384446",11,"Which candidate is more warm?","pity.target"
"6384446",12,"Which candidate is more competent?","envy.target"
"6384446",13,"Which candidate is more competent?","envy.target"
"6384446",14,"Which candidate is more competent?","envy.target"
"6384446",15,"Which candidate is more competent?","envy.target"
"6384446",16,"Which candidate is more warm?","pity.target"
"6384446",17,"Which candidate is more competent?","envy.target"
"6384446",18,"Which candidate is more competent?","envy.target"
"6384446",19,"Which candidate is more warm?","pity.target"
"6384446",2,"Which candidate is more competent?","pity.target"
"6384446",20,"Which candidate is more competent?","envy.target"
"6384446",21,"Which candidate is more warm?","pity.target"
"6384446",22,"Which candidate is more competent?","envy.target"
"6384446",23,"Which candidate is more competent?","envy.target"
"6384446",24,"Which candidate is more competent?","envy.target"
"6384446",25,"Which candidate is more competent?","envy.target"
"6384446",26,"Which candidate is more competent?","envy.target"
"6384446",27,"Which candidate is more competent?","envy.target"
"6384446",28,"Which candidate is more competent?","envy.target"
"6384446",29,"Which candidate is more competent?","envy.target"
"6384446",3,"Which candidate is more warm?","pity.target"
"6384446",30,"Which candidate is more competent?","envy.target"
"6384446",4,"Which candidate is more warm?","pity.target"
"6384446",5,"Which candidate is more competent?","envy.target"
"6384446",6,"Which candidate is more competent?","pity.target"
"6384446",7,"Which candidate is more competent?","pity.target"
"6384446",8,"Which candidate is more competent?","envy.target"
"6384446",9,"Which candidate is more competent?","envy.target"
"6387595",1,"Which candidate is more warm?","pity.target"
"6387595",10,"Which candidate is more warm?","pity.target"
"6387595",11,"Which candidate is more warm?","pity.target"
"6387595",12,"Which candidate is more competent?","envy.target"
"6387595",13,"Which candidate is more warm?","pity.target"
"6387595",14,"Which candidate is more warm?","pity.target"
"6387595",15,"Which candidate is more warm?","pity.target"
"6387595",16,"Which candidate is more warm?","pity.target"
"6387595",17,"Which candidate is more warm?","pity.target"
